,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
4341,18278,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.14545,31.32565,2020-08-11,162.42499999999998,4.0,2.0,2020-09-26,649.6999999999999,2,1,+5000 spendings (10% off)
4342,18335,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99635,31.19365,2020-08-11,3174.566666666666,6.0,0.0,2020-10-16,19047.4,2,3,+15000 spendings (18% off)
4343,18341,كشك,100142.0,شبرا مصر,Cairo,روض الفرج,30.0974,31.2456,2020-08-11,291.395,2.0,1.0,2020-10-12,582.79,5,1,+5000 spendings (10% off)
4345,18411,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.0835,31.2052,2020-08-11,1031.885,6.0,1.0,2021-01-31,6191.31,2,1,+5000 spendings (10% off)
4347,18425,عطارة,100162.0,الوراق,Giza,وراق الحضر,30.10587,31.2117,2020-08-11,1207.6166666666666,6.0,2.0,2021-03-07,7245.7,3,1,+5000 spendings (10% off)
4349,18451,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13535,31.2714,2020-08-12,772.1233333333333,3.0,0.0,2021-03-06,2316.37,2,1,+5000 spendings (10% off)
4350,18456,كشك,100105.0,العباسية,Cairo,ميدان العباسية,30.07065,31.2809,2020-08-12,974.1833333333332,3.0,1.0,2021-01-21,2922.55,1,1,+5000 spendings (10% off)
4351,18462,سوبر ماركت,100126.0,امبابة,Giza,مدينة العمال,30.0871,31.2166,2020-08-12,1037.175,12.0,2.0,2021-02-21,12446.1,2,1,+5000 spendings (10% off)
4354,18490,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1348,31.269,2020-08-12,1438.09,3.0,1.0,2021-03-09,4314.27,2,1,+5000 spendings (10% off)
4355,18510,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,29.98095,31.15295,2020-08-12,5093.716666666666,3.0,3.0,2020-08-16,15281.15,5,3,+15000 spendings (18% off)
4357,18521,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,30.08635,31.18725,2020-08-12,3590.821999999999,20.0,9.0,2021-02-15,71816.43999999999,2,0,+10000 spendings (15% off)
4361,18563,عطارة,100162.0,الوراق,Giza,وراق الحضر,30.099,31.2145,2020-08-12,1364.66,2.0,1.0,2021-01-23,2729.32,3,1,+5000 spendings (10% off)
4362,18590,سوبر ماركت,100107.0,عين شمس,Cairo,العرب,30.12855,31.348,2020-08-12,792.1180952380952,21.0,6.0,2021-03-14,16634.48,2,3,+15000 spendings (18% off)
4363,18593,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.14883,31.34082,2020-08-12,2077.025,2.0,1.0,2020-08-12,4154.049999999999,2,1,+5000 spendings (10% off)
4364,18596,سوبر ماركت,100157.0,بولاق الدكرور,Giza,الشوربجي,30.02575,31.1871,2020-08-12,1502.5359999999998,5.0,2.0,2021-02-21,7512.679999999999,2,1,+5000 spendings (10% off)
4365,18603,قهوه,100116.0,الدقي,Giza,الدقي,30.03675,31.21435,2020-08-12,1063.864375,16.0,7.0,2021-03-10,17021.829999999998,4,3,+15000 spendings (18% off)
4366,18617,سوبر ماركت,100105.0,العباسية,Cairo,ميدان العباسية,30.06465,31.27475,2020-08-12,1550.622222222222,9.0,5.0,2021-02-06,13955.6,2,1,+5000 spendings (10% off)
4367,18626,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,29.95321,31.2734,2020-08-13,1279.7716666666663,6.0,2.0,2021-03-14,7678.629999999999,2,1,+5000 spendings (10% off)
4370,18662,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.1463,31.33475,2020-08-13,1363.1933333333334,3.0,1.0,2021-02-23,4089.58,2,1,+5000 spendings (10% off)
4371,18691,عطارة,100142.0,شبرا مصر,Cairo,روض الفرج,30.0876,31.2383,2020-08-13,711.0133333333333,6.0,2.0,2021-03-09,4266.08,3,1,+5000 spendings (10% off)
4372,18709,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,29.96261,31.09034,2020-08-13,1591.7379999999998,10.0,1.0,2021-03-03,15917.38,2,3,+15000 spendings (18% off)
4373,18716,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,29.9821,31.1984,2020-08-13,499.8,1.0,1.0,2020-10-29,499.8,2,1,+5000 spendings (10% off)
4374,18717,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99595,31.19255,2020-08-13,1936.4971428571428,7.0,0.0,2021-03-04,13555.48,2,1,+5000 spendings (10% off)
4375,18726,سوبر ماركت,100105.0,العباسية,Cairo,ميدان العباسية,30.0713,31.28295,2020-08-13,743.2,5.0,3.0,2021-03-08,3716.0,2,1,+5000 spendings (10% off)
4376,18757,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1291,31.2632,2020-08-15,1208.465,2.0,0.0,2020-09-13,2416.93,2,1,+5000 spendings (10% off)
4377,18764,سوبر ماركت,100126.0,امبابة,Giza,مدينة العمال,30.082,31.20735,2020-08-15,1255.56,2.0,0.0,2020-10-06,2511.12,2,1,+5000 spendings (10% off)
4380,18775,سوبر ماركت,100126.0,امبابة,Giza,المنيره,29.95645,31.15895,2020-08-15,1129.332,5.0,1.0,2021-02-08,5646.66,2,1,+5000 spendings (10% off)
4381,18860,عطارة,100105.0,العباسية,Cairo,ميدان العباسية,30.0721,31.2811,2020-08-15,853.75,2.0,0.0,2021-03-06,1707.5,3,1,+5000 spendings (10% off)
4382,18883,سوبر ماركت,100155.0,القناطر الخيرية,Cairo,القناطر السنترال,30.1982,31.1354,2020-08-15,6522.704999999999,22.0,12.0,2020-10-07,143499.50999999998,2,0,+10000 spendings (15% off)
4383,18886,عطارة,100119.0,فيصل,Giza,أمبابه ,30.02055,31.1876,2020-08-15,1270.8966666666668,3.0,0.0,2021-02-07,3812.69,3,1,+5000 spendings (10% off)
4385,18900,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.14785,31.32335,2020-08-15,760.97,1.0,0.0,2020-09-16,760.97,2,1,+5000 spendings (10% off)
4387,18991,سوبر ماركت,100126.0,امبابة,Giza,المنيره,30.0878,31.205,2020-08-16,1212.8066666666666,3.0,1.0,2020-10-11,3638.42,2,1,+5000 spendings (10% off)
4388,19004,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,30.1046,31.2136,2020-08-16,959.76,6.0,0.0,2021-03-02,5758.56,2,1,+5000 spendings (10% off)
4389,19017,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99941,31.19239,2020-08-16,2555.811428571428,7.0,0.0,2021-01-20,17890.679999999997,2,3,+15000 spendings (18% off)
4391,19027,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.25859,30.13842,2020-08-16,1188.3133333333333,3.0,0.0,2020-12-17,3564.94,2,1,+5000 spendings (10% off)
4393,19048,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14175,31.2776,2020-08-16,869.0,2.0,1.0,2021-03-04,1738.0,5,1,+5000 spendings (10% off)
4394,19055,سوبر ماركت,100111.0,المقطم,Cairo,,29.99242,31.30915,2020-08-16,3606.65,1.0,1.0,2020-08-18,3606.65,2,1,+5000 spendings (10% off)
4395,19078,سوبر ماركت,100105.0,العباسية,Cairo,ميدان العباسية,30.0677,31.2802,2020-08-16,927.0,1.0,1.0,2021-01-19,927.0,2,1,+5000 spendings (10% off)
4396,19080,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1427,31.248,2020-08-16,836.03,5.0,0.0,2021-03-08,4180.15,2,1,+5000 spendings (10% off)
4397,19097,سوبر ماركت,100142.0,شبرا مصر,Cairo,,30.0767,31.24064,2020-08-17,1085.9675,4.0,0.0,2021-03-02,4343.87,2,1,+5000 spendings (10% off)
4398,19127,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.0889,31.20795,2020-08-17,436.4,1.0,0.0,2020-10-11,436.4,2,1,+5000 spendings (10% off)
4402,19191,سوبر ماركت,100119.0,فيصل,Giza,,30.00602,31.17661,2020-08-17,1378.573333333333,3.0,1.0,2021-03-07,4135.719999999999,2,1,+5000 spendings (10% off)
4403,19197,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.2531,30.13518,2020-08-17,1420.02,2.0,0.0,2020-09-10,2840.04,2,1,+5000 spendings (10% off)
4404,19256,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.84764,31.33036,2020-08-18,1111.5,1.0,0.0,2021-01-04,1111.5,2,1,+5000 spendings (10% off)
4405,19291,سوبر ماركت,100131.0,المطرية,Cairo,المطريه,,,2020-08-18,903.69,4.0,3.0,2020-10-18,3614.76,2,1,+5000 spendings (10% off)
4406,19292,TKA Supermarket,100157.0,بولاق الدكرور,Giza,مدينه عامر,30.0323,31.1916,2020-08-18,15723.91818181818,11.0,1.0,2021-01-27,172963.09999999998,0,2,+17000 spendings (20% off)
4407,19296,سوبر ماركت,100157.0,بولاق الدكرور,Giza,مدينه عامر,30.0322,31.1917,2020-08-18,3888.019999999999,9.0,3.0,2021-03-16,34992.17999999999,2,3,+15000 spendings (18% off)
4409,19312,سوبر ماركت,100194.0,وسط البلد,Cairo,وسط البلد,30.0363,31.24085,2020-08-18,989.0,1.0,0.0,2020-12-22,989.0,2,1,+5000 spendings (10% off)
4410,19324,كشك,100142.0,شبرا مصر,Cairo,روض الفرج,30.07881,31.2504,2020-08-18,365.97,3.0,1.0,2020-10-11,1097.91,5,1,+5000 spendings (10% off)
4411,19329,كشك,100107.0,عين شمس,Cairo,عين شمس,30.1355,31.33065,2020-08-18,3350.81,5.0,1.0,2020-09-26,16754.05,5,3,+15000 spendings (18% off)
4413,19336,سوبر ماركت,100116.0,الدقي,Giza,الدقي,30.0449,31.21305,2020-08-18,1056.338,5.0,0.0,2021-02-02,5281.69,2,1,+5000 spendings (10% off)
4414,19345,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,29.9821,31.19875,2020-08-18,1469.81,1.0,0.0,2020-08-23,1469.81,2,1,+5000 spendings (10% off)
4415,19351,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1424,31.24455,2020-08-18,753.54,4.0,0.0,2021-03-04,3014.16,2,1,+5000 spendings (10% off)
4416,19358,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14255,31.24205,2020-08-18,889.1679999999999,5.0,0.0,2021-03-14,4445.839999999999,2,1,+5000 spendings (10% off)
4418,19427,سوبر ماركت,100119.0,فيصل,Giza,,30.0025,31.1524,2020-08-19,968.2,2.0,0.0,2021-03-15,1936.4,2,1,+5000 spendings (10% off)
4420,19455,سوبر ماركت,100150.0,الوايلي,Cairo,الاميريه ,30.1009,31.28115,2020-08-19,883.0683333333333,12.0,5.0,2021-01-11,10596.82,2,1,+5000 spendings (10% off)
4421,19468,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.0253,31.2259,2020-08-19,3355.4475,12.0,7.0,2021-02-11,40265.37,2,3,+15000 spendings (18% off)
4423,19474,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.0354,31.25726,2020-08-19,297.0,1.0,1.0,2020-08-23,297.0,2,1,+5000 spendings (10% off)
4425,19515,سوبر ماركت,100126.0,امبابة,Giza,جزيرة امبابة,30.0864,31.20275,2020-08-20,1694.77,1.0,0.0,2020-10-12,1694.77,2,1,+5000 spendings (10% off)
4426,19517,سوبر ماركت,100119.0,فيصل,Giza,,30.0093,31.18515,2020-08-20,4722.179999999999,5.0,2.0,2021-02-28,23610.9,2,3,+15000 spendings (18% off)
4429,19547,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.0555,31.39055,2020-08-20,1518.36,1.0,0.0,2020-09-01,1518.36,2,1,+5000 spendings (10% off)
4430,19561,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99041,31.20062,2020-08-20,260.0,1.0,0.0,2020-09-13,260.0,2,1,+5000 spendings (10% off)
4431,19582,سوبر ماركت,100110.0,المرج,Cairo,المرج الجديدة,,,2020-08-20,24667.54,5.0,4.0,2020-08-31,123337.7,2,0,+10000 spendings (15% off)
4432,19585,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24309,30.1249,2020-08-20,883.265,2.0,0.0,2020-10-14,1766.53,5,1,+5000 spendings (10% off)
4433,19591,سوبر ماركت,100119.0,فيصل,Giza,الليبيني فيصل,30.09295,31.29155,2020-08-20,539.0,1.0,1.0,2020-11-01,539.0,2,1,+5000 spendings (10% off)
4435,19599,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13973,31.24263,2020-08-20,15047.0,1.0,1.0,2020-08-30,15047.0,2,1,+5000 spendings (10% off)
4436,19626,عطارة,100119.0,فيصل,Giza,,30.0114,31.1876,2020-08-21,1039.1028571428571,7.0,3.0,2021-03-16,7273.719999999999,3,1,+5000 spendings (10% off)
4437,19628,عطارة,100162.0,الوراق,Giza,وراق العرب,30.1037,31.21315,2020-08-21,754.0466666666666,3.0,0.0,2021-01-30,2262.14,3,1,+5000 spendings (10% off)
4438,19644,عطارة,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1366,31.2433,2020-08-22,2666.722222222222,9.0,3.0,2020-10-12,24000.5,3,3,+15000 spendings (18% off)
4439,19645,سوبر ماركت,100142.0,شبرا مصر,Cairo,روض الفرج,31.25744,30.09696,2020-08-22,4599.575,2.0,1.0,2021-03-10,9199.15,2,1,+5000 spendings (10% off)
4440,19651,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.1538,31.3517,2020-08-22,4110.306923076923,13.0,1.0,2021-03-12,53433.99,2,0,+10000 spendings (15% off)
4442,19659,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.1528,31.3483,2020-08-22,1428.6149999999998,4.0,0.0,2021-02-23,5714.459999999999,2,1,+5000 spendings (10% off)
4443,19667,سوبر ماركت,100126.0,امبابة,Giza,قومية,29.99735,31.12253,2020-08-22,2143.66,1.0,1.0,2020-08-22,2143.66,2,1,+5000 spendings (10% off)
4444,19668,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.03557,31.25734,2020-08-22,604.175,2.0,1.0,2021-02-24,1208.35,2,1,+5000 spendings (10% off)
4445,19682,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13698,31.23721,2020-08-22,230.01,1.0,1.0,2020-08-22,230.01,2,1,+5000 spendings (10% off)
4446,19685,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12326,31.26106,2020-08-22,3704.4875,8.0,4.0,2020-09-28,29635.9,2,3,+15000 spendings (18% off)
4449,19713,سوبر ماركت,100131.0,المطرية,Cairo,المطريه,30.11835,31.28865,2020-08-22,2146.05,1.0,0.0,2020-08-30,2146.05,2,1,+5000 spendings (10% off)
4450,19720,TKA Supermarket,100150.0,الوايلي,Cairo,الاميريه ,30.1009,31.2809,2020-08-22,12967.264347826083,23.0,5.0,2021-03-15,298247.08,0,2,+17000 spendings (20% off)
4451,19736,TKA Supermarket,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1182,31.2551,2020-08-23,20508.66,2.0,0.0,2021-01-13,41017.32,0,3,+15000 spendings (18% off)
4453,19750,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99075,31.20535,2020-08-23,638.47,1.0,0.0,2020-10-04,638.47,2,1,+5000 spendings (10% off)
4454,19760,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13502,31.25545,2020-08-23,1981.528333333333,6.0,1.0,2021-02-14,11889.169999999998,2,1,+5000 spendings (10% off)
4455,19782,سوبر ماركت,100106.0,العجوزة,Giza,العجوزة,30.0525,31.21425,2020-08-23,1000.3333333333334,6.0,2.0,2020-10-03,6002.0,2,1,+5000 spendings (10% off)
4456,19817,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.082,31.19405,2020-08-23,712.95,1.0,0.0,2020-10-15,712.95,2,1,+5000 spendings (10% off)
4458,19836,كشك,100105.0,العباسية,Cairo,ميدان العباسية,30.0646,31.2759,2020-08-23,1171.86,3.0,1.0,2021-03-15,3515.58,5,1,+5000 spendings (10% off)
4459,19845,سوبر ماركت,100130.0,المنيل,Giza,المنيل,,,2020-08-24,499.8,1.0,1.0,2020-10-25,499.8,2,1,+5000 spendings (10% off)
4460,19854,سوبر ماركت,100119.0,فيصل,Giza,,30.0215,31.1877,2020-08-24,1353.2779999999998,5.0,1.0,2021-02-24,6766.389999999999,2,1,+5000 spendings (10% off)
4461,19865,سوبر ماركت,100107.0,عين شمس,Cairo,الزهراء,30.1304,31.324,2020-08-24,613.97,1.0,0.0,2020-09-15,613.97,2,1,+5000 spendings (10% off)
4462,19868,سوبر ماركت,100104.0,٦ اكتوبر,Giza,٦ اكتوبر,29.9507,31.0508,2020-08-24,1496.975,4.0,0.0,2021-03-10,5987.9,2,1,+5000 spendings (10% off)
4463,19870,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.13067,31.32404,2020-08-24,1921.8816666666664,6.0,2.0,2021-03-09,11531.29,2,1,+5000 spendings (10% off)
4464,19899,كشك,100105.0,العباسية,Cairo,ميدان العباسية,30.0724,31.28375,2020-08-24,962.40625,8.0,4.0,2021-03-07,7699.25,5,1,+5000 spendings (10% off)
4466,19907,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,31.33289,30.12443,2020-08-24,2160.72,2.0,0.0,2021-02-09,4321.44,2,1,+5000 spendings (10% off)
4467,19913,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14695,31.25105,2020-08-24,1087.8,1.0,0.0,2020-09-08,1087.8,5,1,+5000 spendings (10% off)
4468,19915,كشك,100105.0,العباسية,Cairo,ميدان العباسية,30.07105,31.278,2020-08-24,1881.705,12.0,3.0,2021-03-02,22580.46,5,3,+15000 spendings (18% off)
4469,19916,سوبر ماركت,100149.0,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.0947,31.2711,2020-08-24,1012.5,1.0,0.0,2020-08-24,1012.5,2,1,+5000 spendings (10% off)
4470,19923,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.1236,31.3323,2020-08-24,264.0,1.0,0.0,2021-03-02,264.0,2,1,+5000 spendings (10% off)
4471,19924,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1476,31.3274,2020-08-24,1767.4833333333331,3.0,1.0,2020-10-10,5302.45,2,1,+5000 spendings (10% off)
4472,19940,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.11955,31.33115,2020-08-24,2162.44,2.0,0.0,2021-02-22,4324.88,2,1,+5000 spendings (10% off)
4475,19963,سوبر ماركت,100104.0,٦ اكتوبر,Giza,٦ اكتوبر,29.91195,31.06325,2020-08-25,1038.57,4.0,3.0,2020-11-21,4154.28,2,1,+5000 spendings (10% off)
4476,19981,كشك,100125.0,حلوان,Cairo,المعصرة,29.9111,31.2941,2020-08-25,1833.97,5.0,0.0,2021-02-05,9169.85,1,1,+5000 spendings (10% off)
4478,20007,TKA Supermarket,100131.0,المطرية,Cairo,المطريه,30.1125,31.3052,2020-08-25,12269.483333333332,9.0,1.0,2021-02-02,110425.35,0,0,+10000 spendings (15% off)
4480,20062,عطارة,100151.0,عزبة النخل,Cairo,عزبة النخل,31.32763,30.1446,2020-08-26,1051.5,1.0,0.0,2020-08-26,1051.5,3,1,+5000 spendings (10% off)
4481,20075,سوبر ماركت,100217.0,حدائق حلوان,Cairo,حدائق حلوان,29.83431,31.3147,2020-08-26,517.44,1.0,1.0,2020-09-26,517.44,2,1,+5000 spendings (10% off)
4482,20096,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9981,31.2013,2020-08-26,1517.655,4.0,1.0,2021-01-03,6070.62,2,1,+5000 spendings (10% off)
4485,20128,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.03795,31.25889,2020-08-27,3213.18,1.0,1.0,2020-08-29,3213.18,2,1,+5000 spendings (10% off)
4490,20164,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99694,31.19562,2020-08-27,921.75,2.0,2.0,2021-03-06,1843.5,2,1,+5000 spendings (10% off)
4492,20197,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.06692,31.33973,2020-08-29,95.0,2.0,0.0,2020-08-29,190.0,2,1,+5000 spendings (10% off)
4493,20201,سوبر ماركت,100113.0,الزيتون,Cairo,سليم,30.10155,31.3124,2020-08-29,615.24,3.0,0.0,2021-02-23,1845.72,2,1,+5000 spendings (10% off)
4495,20219,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.0677,31.34585,2020-08-29,502.2,2.0,0.0,2021-03-07,1004.4,2,1,+5000 spendings (10% off)
4496,20235,سوبر ماركت,100110.0,المرج,Cairo,كفر الشرفا,30.15091,31.33594,2020-08-29,1224.1333333333334,3.0,1.0,2021-01-22,3672.4,2,1,+5000 spendings (10% off)
4497,20246,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,31.33826,30.05619,2020-08-29,500.78,1.0,0.0,2020-10-20,500.78,2,1,+5000 spendings (10% off)
4498,20253,عطارة,100140.0,مصر القديمة,Cairo,مصر القديمة,29.99591,31.23396,2020-08-29,17148.718,5.0,5.0,2020-09-08,85743.59,3,0,+10000 spendings (15% off)
4500,20274,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.1187,31.3366,2020-08-29,1877.3514285714284,7.0,2.0,2021-02-24,13141.46,2,1,+5000 spendings (10% off)
4501,20315,كشك,100107.0,عين شمس,Cairo,عين شمس,30.1214,31.3338,2020-08-29,702.8592307692307,13.0,3.0,2021-03-09,9137.17,5,1,+5000 spendings (10% off)
4502,20341,سوبر ماركت,100126.0,امبابة,Giza,مدينة العمال,30.08445,31.2188,2020-08-30,1064.5633333333333,3.0,2.0,2021-01-29,3193.69,2,1,+5000 spendings (10% off)
4503,20459,كشك,100140.0,مصر القديمة,Cairo,مصر القديمة,29.99619,31.23388,2020-08-30,262.84,1.0,1.0,2020-08-30,262.84,1,1,+5000 spendings (10% off)
4505,20524,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,30.06648,31.35073,2020-08-30,532.49,3.0,1.0,2020-09-13,1597.47,5,1,+5000 spendings (10% off)
4506,20527,عطارة,100126.0,امبابة,Giza,قومية,30.0834,31.1963,2020-08-30,580.8199999999999,2.0,1.0,2020-10-28,1161.64,3,1,+5000 spendings (10% off)
4507,20531,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,30.10314,31.32758,2020-08-30,36.26,1.0,0.0,2020-08-30,36.26,5,1,+5000 spendings (10% off)
4508,20571,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,30.08737,31.1814,2020-08-31,1765.22,2.0,1.0,2021-03-07,3530.44,2,1,+5000 spendings (10% off)
4511,20695,سوبر ماركت,100105.0,العباسية,Cairo,ميدان العباسية,30.0691,31.2828,2020-08-31,1273.45,1.0,0.0,2021-01-04,1273.45,2,1,+5000 spendings (10% off)
4515,20767,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.14795,31.32545,2020-09-01,6359.1825,4.0,3.0,2020-09-22,25436.73,2,3,+15000 spendings (18% off)
4516,20772,كشك,100107.0,عين شمس,Cairo,العرب,31.34894,30.12848,2020-09-01,2083.5,1.0,0.0,2020-09-01,2083.5,5,1,+5000 spendings (10% off)
4518,20849,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,31.32831,30.1367,2020-09-02,1187.4585714285713,7.0,3.0,2021-01-29,8312.21,2,1,+5000 spendings (10% off)
4519,20852,كشك,100137.0,النزهه الجديده,Cairo,النزهه الجديده,30.1261,31.3638,2020-09-02,646.3799999999999,5.0,0.0,2021-03-06,3231.9,5,1,+5000 spendings (10% off)
4520,20854,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.13605,31.32795,2020-09-02,2411.3975,4.0,0.0,2021-03-02,9645.59,2,1,+5000 spendings (10% off)
4521,20859,سوبر ماركت,100113.0,الزيتون,Cairo,سليم,30.11586,31.31871,2020-09-03,540.96,1.0,0.0,2020-10-26,540.96,2,1,+5000 spendings (10% off)
4522,20873,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,30.13136,31.32757,2020-09-03,2565.363333333333,3.0,2.0,2021-02-22,7696.09,2,1,+5000 spendings (10% off)
4525,20879,سوبر ماركت,100107.0,عين شمس,Cairo,الزهراء,30.13125,31.3269,2020-09-03,783.8833333333332,3.0,1.0,2021-02-23,2351.65,2,1,+5000 spendings (10% off)
4527,20897,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1455,31.3254,2020-09-03,2593.7075,4.0,1.0,2021-03-16,10374.83,2,1,+5000 spendings (10% off)
4528,20905,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.138,31.32785,2020-09-04,2726.8499999999995,2.0,0.0,2020-09-10,5453.699999999999,2,1,+5000 spendings (10% off)
4529,20914,كشك,100125.0,حلوان,Cairo,حلوان,,,2020-09-05,854.0,2.0,2.0,2020-09-05,1708.0,5,1,+5000 spendings (10% off)
4530,20920,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.09761,31.21024,2020-09-05,2460.98,1.0,0.0,2020-10-05,2460.98,2,1,+5000 spendings (10% off)
4531,20926,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,30.08572,31.18163,2020-09-05,2370.895,2.0,1.0,2021-03-07,4741.79,2,1,+5000 spendings (10% off)
4532,20937,كشك,100131.0,المطرية,Cairo,التروللى,30.12985,31.31215,2020-09-05,2495.1425,4.0,1.0,2021-03-13,9980.57,5,1,+5000 spendings (10% off)
4533,20938,كشك,100131.0,المطرية,Cairo,المطراوى عند مطعم ابو خاطر  ,30.1218,31.30764,2020-09-05,774.8,2.0,1.0,2020-09-09,1549.6,1,1,+5000 spendings (10% off)
4534,20956,كشك,100113.0,الزيتون,Cairo,سنان,30.10426,31.31787,2020-09-06,2845.238,5.0,4.0,2020-11-12,14226.19,5,1,+5000 spendings (10% off)
4535,20975,سوبر ماركت,100107.0,عين شمس,Cairo,احمد عصمت,30.14558,31.32432,2020-09-07,1786.79,1.0,1.0,2020-09-07,1786.79,2,1,+5000 spendings (10% off)
4536,21003,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1489,31.25035,2020-09-08,516.95,1.0,0.0,2020-09-10,516.95,5,1,+5000 spendings (10% off)
4538,21012,كشك,100184.0,شبرا الخيمه,Cairo,شبرا الخيمه,30.12223,31.24881,2020-09-08,861.515,4.0,0.0,2021-03-03,3446.06,5,1,+5000 spendings (10% off)
4539,21109,سوبر ماركت,100184.0,شبرا الخيمه,Cairo,شبرا الخيمه,30.1263,31.24995,2020-09-09,893.0,2.0,1.0,2021-02-24,1786.0,2,1,+5000 spendings (10% off)
4541,21131,سوبر ماركت,100157.0,بولاق الدكرور,Giza,صفت,30.0323,31.1744,2020-09-09,832.8000000000001,3.0,1.0,2020-11-02,2498.4,2,1,+5000 spendings (10% off)
4543,21145,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13055,31.24705,2020-09-09,758.38,1.0,0.0,2020-10-03,758.38,2,1,+5000 spendings (10% off)
